SR_Pcode,SR,District,Township,Village_Tract,Village,Village_MM,Latitude,Longitude,Source
MMR017,Ayeyarwady,Pyapon,Bogale,(Kyun Nyo Gyi) Kyun Hteik,Da None Chaung,ဓနုံးချောင်း,16.1894302368164,95.3609313964844,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,(Kyun Nyo Gyi) Kyun Hteik,Hteik Chaung,ထိပ်ချောင်း,16.1391506195068,95.3172836303711,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,(Kyun Nyo Gyi) Kyun Hteik,Kun Thee Chaung,ကွမ်းသီးချောင်း,16.1460609436035,95.3352737426758,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,(Kyun Nyo Gyi) Kyun Hteik,Kyar Chaung,ကျားချောင်း,16.1887493133545,95.3315734863281,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,(Kyun Nyo Gyi) Kyun Hteik,Kyet Taung Chaung Sar Hpyu Su,ကြက်တောင်ချောင်းစာဖြူစု,16.1945705413818,95.3625335693359,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,(Kyun Nyo Gyi) Kyun Hteik,Kyun Hteik,ကျွန်းထိပ်,16.2000293731689,95.3528366088867,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,(Kyun Nyo Gyi) Kyun Hteik,La Tar Chaung,လတာချောင်း,16.1532402038574,95.3073806762695,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,(Kyun Nyo Gyi) Kyun Hteik,La Tar Chaung Hpyar,လတာချောင်းဖျား,16.16144,95.31829,Field Sources
MMR017,Ayeyarwady,Pyapon,Bogale,(Kyun Nyo Gyi) Kyun Hteik,Nat Mauk,နတ်မောက်,16.1531105041504,95.3434371948242,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,(Kyun Nyo Gyi) Kyun Hteik,Nga Khu Chaung,ငခူချောင်း,16.1712398529053,95.3143768310547,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,(Kyun Nyo Gyi) Kyun Hteik,Pyin Ma Kone,ပျဉ်းမကုန်း,16.1739807128906,95.3497314453125,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,(Kyun Nyo Gyi) Kyun Hteik,Tone Le,တုံးလဲ,16.2036086446,95.3547753798,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,(Kyun Nyo Gyi) Kyun Hteik,Ywar Thar Yar,ရွာသာယာ,16.1636695861816,95.3539428710938,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Auk Hle Seik,Hle Seik (East),လှည်းဆိပ် (အရှေ့),16.4122905731201,95.5469970703125,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Auk Hle Seik,Hle Seik (West),လှည်းဆိပ် (အနောက်),16.392650604248,95.5320129394531,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Auk Hle Seik,Hpa Yar Gyi Chaung,ဘုရားကြီးချောင်,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Auk Hle Seik,Koke Ko Su,ကုက္ကိုစု,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Auk Hle Seik,Ku Lar Gyi Kwe,ကုလားကြီးကွဲ,16.3923301696777,95.5478363037109,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Auk Hle Seik,Kwet Thit,ကွက်သစ်,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Auk Hle Seik,Kyar Pin Kwin,ကြာပင်ကွင်း,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Auk Hle Seik,Nwe Khway,နွယ်ခွေ,16.40061,95.54409,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Auk Hle Seik,Thin Pan Chaung,သင်ပန်းချောင်း,16.40069,95.55233,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Auk Hle Seik,Thone Ein Tan,သုံးအိမ်တန်း,16.420129776001,95.5440063476563,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Aye,Aye,အေး,16.2422409057617,95.3369522094727,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Aye,Hle Seik,လှဲဆိပ်,16.2427501678467,95.3345794677734,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Aye,Ka Nyin,ကညင်,16.26888,95.33203,Field Sources
MMR017,Ayeyarwady,Pyapon,Bogale,Aye,Ka Nyin Chaung (North),ကညင်ချောင်း (မြောက်),16.274320602417,95.3397903442383,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Aye,Ka Nyin Chaung (South),ကညင်ချောင်း (တောင်),16.2745800018311,95.3319473266602,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Aye,Kun Thee Chaung,ကွမ်းသီးချောင်း,16.265869140625,95.3256683349609,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Aye,Kyee Pin Su,ကျီးပင်စု,16.2539291381836,95.3210220336914,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Aye,Ma Gyi Chaung,မကျီးချောင်း,16.2405796051025,95.3262786865234,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Aye,Pay Chaung,,16.2475109100342,95.3402328491211,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Aye Yar,Aye Yar,အေရာ,15.8089399337769,95.1127014160156,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Aye Yar,Ohn Pin Su,အုန်းပင်စု,15.8083896636963,95.1294097900391,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Aye Yar,Say Yoe Kwin,ဆေးရိုးကွင်း,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Aye Yar,Tauk Tar Kone,တောက်တာကုန်း,15.8070802688599,95.1168899536133,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Aye Yar,Taung Yar Gyi,တောင်ယာကြီး,15.8144598007202,95.141357421875,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Aye Yar,Tha Bawt Aing,သဘော့အိုင်,15.7997398376465,95.1270980834961,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Aye Yar,Tha Ma Seik Ta,သမစိတ္တ,15.79868,95.148369,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Aye Yar,Tha Pyay Yoe,သပြေရိုး,15.7958498001099,95.1647186279297,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Aye Yar,War Taw Kone,ဝါးတောကုန်း,15.7886896133423,95.1397094726563,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Aye Yar,Yae Kyaw Gyi,ရေကျော်ကြီး,15.8459396362305,95.1093368530273,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Aye Yar,Ywar Thar Yar,ရွာသာယာ,15.8364295959473,95.1179122924805,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Boe Di Kwe,Boe Di Kwe Ywar Ma,ဘိုးဒီကွဲရွာမ,16.2631,95.426682,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Boe Di Kwe,Boe Di Kwe Ywar Thit,ဘိုးဒီကွဲရွာသစ်,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Boe Di Kwe,Kun Thee Chaung,ကွမ်းသီးချောင်း,16.2747001647949,95.4183120727539,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Boe Di Kwe,Kun Yar Kan Lay,ကွမ်းယာကမ်းလေး,16.2506556,95.4392711,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Boe Di Kwe,La Ba Ta Pin,လဘတပင်,16.2423400878906,95.4351196289063,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Boe Di Kwe,Sar Hpyu Su,စာဖြူစု,16.2538604736328,95.4272308349609,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Boe Di Kwe,Si Su,စီစု,16.2776203155518,95.4388580322266,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Boe Di Kwe,Ywar Thit Su,ရွာသစ်စု,16.273099899292,95.4466934204102,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Boe Yaung,Ah Kha,အခ,16.3338203430176,95.4523010253906,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Boe Yaung,Boe Yaung,ဘိုးရောင်,16.3061904907227,95.4543991088867,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Boe Yaung,Chauk Ein Tan,ခြောက်အိမ်တန်း,16.3476505279541,95.4379119873047,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Boe Yaung,Kyon Kha Yaing,ကျုံခရိုင်,16.3393592834473,95.4522399902344,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Boe Yaung,Kyun Kyar Yae Kyaw,ကျွန်းကြားရေကျော်,16.3203105926514,95.4430999755859,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Boe Yaung,Par Tu Chaung,ပါတူချောင်,16.3258991241455,95.4535369873047,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Boe Yaung,Sar Hpyu Su,စာဖြူစု,16.3215198516846,95.4367294311523,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Byu Sa Khan,Byu Sa Khan,ဗြူးစခန်း,16.1035594940186,95.4571914672852,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Byu Sa Khan,Kyon Kaw,ကျုံကော်,16.0726890563965,95.4427108764648,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Byu Sa Khan,Ma Ngeit Ka Lay,မငဲ့ကလေး,16.095890045166,95.4445724487305,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Byu Sa Khan,Sin Ku,ဆင်ကူး,16.0659694671631,95.4276428222656,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Chaung Bye Gyi,Byu Ya Gon,ဗြူးရဂုံ,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Chaung Bye Gyi,Chaung Bye Gyi,ချောင်းဗြဲကြီး,15.8904304504395,95.2098693847656,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Chaung Bye Gyi,Hlay Lone Kwe,လှေလုံးကွဲ,15.8628301620483,95.1476516723633,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Chaung Bye Gyi,Kan Seik,ကံဆိပ်,15.8965301513672,95.2240905761719,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Chaung Bye Gyi,Ma Pway Tan,မပွေးတန်း,15.9450269813,95.238281198,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Chaung Bye Gyi,Mee Laung Kwin,မီးလောင်ကွင်း,15.9172697067261,95.2292327880859,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Chaung Bye Gyi,Pauk Sein Kya,ပေါက်ဆိန်ကျ,15.8724098205566,95.1990966796875,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Chaung Bye Gyi,Yway Chaung Gyi,ရွေးချောင်းကြီး,15.9393997192383,95.2212295532227,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Chaung Bye Gyi,Zee Hpyu,ဇီးဖြူ,15.8747901916504,95.1859130859375,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Chaung Gyi Wa,Ku Lar Su,ကုလားစု,16.1464996337891,95.4175872802734,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Chaung Gyi Wa,Kyein Chaung,ကျိန်ချောင်း,16.083679,95.426659,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Chaung Gyi Wa,Ta Yoke Su,တရုပ်စု,16.1314907073975,95.4276962280273,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Chaung Gyi Wa,Thea Chaung,သဲချောင်း,16.1571292877197,95.428840637207,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Chaung Gyi Wa,Ywar Thit,ရွာသစ်,16.1491298675537,95.4378433227539,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Chaung Hpyar (Nyi Naung),Chaung Hpyar,ချောင်းဖျား,16.2787609100342,95.371452331543,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Chaung Hpyar (Nyi Naung),Htone Bu Kwe Hpyar,ထုံးဘူးကွဲဖျား,16.2877407073975,95.3711776733398,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Chaung Hpyar (Nyi Naung),Kan Su,ကံစု,16.280309677124,95.3678207397461,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Chaung Hpyar (Nyi Naung),Kyar,ကြား,16.2808094024658,95.3718032836914,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Daunt Gyi,Aing Tar,အိုင်တာ,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Daunt Gyi,Da Na Thu Kha,ဓနသုခ,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Daunt Gyi,Daunt Gyi,ဒေါင့်ကြီး,16.0441398620605,95.4562911987305,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Daunt Gyi,Ka Tha Baung,ကသဘောင်း,16.041531,95.437393,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Daunt Gyi,Ka Tha Paung Ywar Thit,ကသပေါင်းရွာသစ်,16.0376654,95.4407627,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Daunt Gyi,Kan Su,ကံစု,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Daunt Gyi,Kant Kaw Nyunt,ကံကော်ညွှန့်,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Daunt Gyi,Kat Tha Hmyin Sar Hpyu Su,ကဿမျှင်စာြဖူစု,16.0612602233887,95.463981628418,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Daunt Gyi,Kwin Bone,ကွင်းဘုန်း,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Daunt Gyi,Kwin Pon,ကွင်းပုံ,16.0548992156982,95.4028167724609,Field Sources
MMR017,Ayeyarwady,Pyapon,Bogale,Daunt Gyi,Ngwe Nyi Naung,ငွေညီနောင်,16.035249710083,95.3929214477539,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Daunt Gyi,Sa Kar Lun,စကားလွန်း,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Daunt Gyi,Seik Ta Thu Kha,စိတ္တသုခ,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Daunt Gyi,Sein Gyun,စိန်ဂျွန်း,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Daunt Gyi,Tha Mar San Da,သမာဆန္ဒ,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Daunt Gyi,Thea Chaung,သဲချောင်း,16.0050201416016,95.4363021850586,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Ga Yan,Ba Maw Su,ဗမော်စု,16.1578598022461,95.3730163574219,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Ga Yan,Ga Yan,ဂရမ်း,16.104959487915,95.3724136352539,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Ga Yan,Ka Pyar Ywar Thit,ကပြားရွာသစ်,16.15508,95.38299,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Ga Yan,Khit San,,16.136869430542,95.3713989257813,Field Sources
MMR017,Ayeyarwady,Pyapon,Bogale,Ga Yan,Kwin Sa Khan,ကွင်းစခန်း,16.1263198852539,95.3471832275391,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Ga Yan,Kyee Chaung,ကျီးချောင်း,16.1355400085449,95.3537521362305,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Ga Yan,Thar Hpyan,သာဖျန်,16.1553874,95.3805155,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Ga Yan,Thar Hpyan Gyi,သာဖြန့်ကြီး,16.1630306243896,95.3820571899414,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Ga Yan,Thar Hpyan Ywar Ma,သာဖြန်ရွာမ,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Ga Yan,Thar Yar Kone,သာယာကုန်း,16.1128005981445,95.3357467651367,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Ga Yan,Ywar Thit,ရွာသစ်,16.1501407623291,95.3620910644531,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Ga Yan,Zee Hpyu Myit Tan,ဇီးဖြူမြစ်တန်း,16.1149501800537,95.3822479248047,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Haing Si,Gway Tauk Kone,ဂွေးတောက်ကုန်း,16.3154296875,95.4713363647461,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Haing Si,Haing Si Ah Htet Su,ဟိုင်းစီအထက်စု,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Haing Si,Haing Si Ywar Ma,ဟိုင်းစီရွာမ,16.3172492980957,95.4776000976563,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Haing Si,Hpoe Shwe Lone,ဖိုးရွှေလုံး,16.2926902770996,95.4775238037109,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Haing Si,Kan Kone,ကံကုန်း,16.2982196807861,95.4787063598633,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Haing Si,Ma Sein,မစိန်း,16.290620803833,95.4870834350586,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Haing Si,Sa Yar Yoe,ဆရာရိုး,16.3029003143311,95.4907684326172,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Haing Si,Yae Kyaw Wa,ရေကျော်ဝ,16.2886905670166,95.4755020141602,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Haing Si,Ywar Tan Shey Ah Htet Su,ရွာတန်းရှည်အထက်စု,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Haing Si,Ywar Tan Shey Auk Su,ရွာတန်းရှည်အောက်စု,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Haing Si,Ywar Tan Shey Ywar Ma,ရွာတန်းရှည်ရွာမ,16.3026504516602,95.4601516723633,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Aye,အေး,16.2078399658203,95.3906784057617,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Aye Ywar,အေးရွာ,16.21426,95.48585,Field Sources
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Bu Tin Su,ဘူတင်းစု,16.2293337437,95.4336230475,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Hay Man,,16.1916198730469,95.4417114257813,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Hnar Khaung Chaung Gyi,နှာခေါင်းချောင်းကြီး,16.1853408813477,95.4256973266602,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Hnar Khaung Chaung Lay,နှာခေါင်းချောင်းလေး,16.1863803863525,95.42236328125,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Htone,ထုံး,16.1906795501709,95.4075393676758,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Kan Su,ကံစု,16.2239303588867,95.4465179443359,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Kat Pa Nar,ကပ်ပနား,16.199390411377,95.3875732421875,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Kha Yan Thi Chaung,ခရမ်းသီးချောင်း,16.1994590759277,95.403678894043,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Kin Tat,ကင်းတပ်,16.2271595001221,95.4684066772461,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Kyein Chaung,ကျိန်ချောင်း,16.1745891571045,95.4217224121094,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Kyon Hlut Gyi,ကျုံလွှတ်ကြီး,16.2190895080566,95.4411697387695,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Kyon Hlut Thit,ကျုံလွှတ်သစ်,16.2164897918701,95.4400482177734,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,La Mu Oke,လမုအုပ်,16.2211093902588,95.4739379882813,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,La Tar Chaung,လတာချောင်း,16.1923694610596,95.4573135375977,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Lay Ein Tan,လေးအိမ်တန်း,16.1704502105713,95.4009399414063,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Lay Gwa,,16.1640090942383,95.4306182861328,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Leik Ka Bar,လိပ်ကမ္ဘာ,16.2167892456055,95.395622253418,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Myit Kyoe,မြစ်ကျိုး,16.2230396270752,95.4317626953125,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Nga Man Chaung,ငမန်းချောင်း,16.2233695983887,95.4163513183594,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Ngwe Taung,,16.2392902374268,95.4161987304688,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Ohn Pin Su,အုံးပင်စု,16.2005500793457,95.3941497802734,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Pa Tet,ပတက်,16.2269706726074,95.4351501464844,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Sein Pan,စိန်ပန်း,16.1940307617188,95.4214019775391,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Tha Bawt Chaung,သဘော့ချောင်း,16.2161998748779,95.4549789428711,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Thu Htay Kone,သူဌေးကုန်း,16.2027702331543,95.4510498046875,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hay Man,Za Yat Hla,ဇရပ်လှ,16.2021293640137,95.4672775268555,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hlwa Htaung Su,Hlwa Htaung Su,လွှထောင်စု,16.3962097167969,95.6328125,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hlwa Htaung Su,Nyan Taw Inn,ညံတောအင်း,16.416130065918,95.6297302246094,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hlwa Htaung Su,Pein Kyaw,ပိန်ကျော်,16.3836307525635,95.6337203979492,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hlwa Htaung Su,Tu Myaung,တူးမြောင်း,16.4057693481445,95.6314468383789,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hpa Yar Chaung,Hpa Yar Chaung,ဘုရားချောင်း,16.2694606781006,95.3928604125977,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hpa Yar Chaung,Kwin Waing,ကွင်းဝိုင်း,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hpa Yar Chaung,Mar Yar,မားယား,16.2543296813965,95.3988189697266,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hpa Yar Chaung,Pyin Ma Kone,ပြင်းမကုန်း,16.2571392059326,95.412712097168,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hpa Yar Chaung,Ywar Thar Aye,ရွာသာအေး,16.2624702453613,95.4090194702148,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hpa Yar Thone Su,Auk Myit Tan,အောက်မြစ်တန်း,16.2165699005127,95.4946670532227,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hpa Yar Thone Su,Hpa Yar Thone Su,ဘုရားသုံးဆူ,16.2158107757568,95.501350402832,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hpa Yar Thone Su,Ka Tha Paung,ကသပေါင်း,16.2149505615234,95.5160598754883,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hpa Yar Thone Su,Moke Soe Chaung,မုဆိုးချောင်း,16.2228298187256,95.5140533447266,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hpa Yar Thone Su,Myit Tan,မြစ်တန်း,16.2158393859863,95.4884719848633,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hpa Yar Thone Su,Tha Byu,သဗြု,16.2274303436279,95.5025177001953,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hpa Yar Thone Su,Tha Pyay Kone,သပြေကုန်း,16.2117805480957,95.5128631591797,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hpa Yar Thone Su,Than Ban Kwe,သမ္ဘာန်ကွဲ,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hpa Yar Thone Su,U To,ဥတို,16.2204047,95.4816594,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hpoe Lay,Hpoe Lay,ဖိုးလေး,16.1894702911377,95.5257186889648,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hpoe Lay,Kayin Su,ကရင်စု,16.184999,95.538521,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hpoe Lay,Tha Yet Pin Seik,သရက်ပင်ဆိပ်,16.176001,95.532837,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hpoe Lay,Than Ban Kwe,သမ္ဗာန်ကွဲ,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Hpoe Lay,Thein Ni,သိန်နီ,16.2054500579834,95.5459823608398,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Htaw Paing,Aye Chan Thar Yar,အေးချမ်းသာယာ,15.9625301361084,95.4284210205078,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Htaw Paing,Byaing Chaung,ဗျိုင်းချောင်း,16.061621,95.409172,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Htaw Paing,Chaung Ta Shey,ချောင်းတံရှည်,15.8783715967,95.3913991014,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Htaw Paing,Htaw Paing,ထော်ပိုင်,15.9513902664185,95.3582229614258,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Htaw Paing,Kha Min Naung,ခမင်းနောင်,15.9147941,95.3254662,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Htaw Paing,Kwin Thar Yar,ကွင်းသာယာ,15.9964199066162,95.4109802246094,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Htaw Paing,Kyet Hpyu Chaung,ကြက်ဖြူချောင်း,15.9356098175049,95.4203796386719,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Htaw Paing,La Mu Oke,လမုအုပ်,15.9067692221,95.4061634927,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Htaw Paing,Shaw Chaung,ရှော်ချောင်း,,,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Htaw Paing,Shwe Pyi Thar,ရွှေပြည်သာ,15.9513902664185,95.3582229614258,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Htaw Paing,Taik Sein Kone,တိုက်စိမ်းကုန်း,15.9355802536011,95.3507614135742,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Htaw Paing,Taung Yar Chaung,တောင်ယာချောင်း,15.9284200668335,95.3801879882813,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Htaw Paing,Tha Pyay Chaung,သပြေချောင်း,15.9409708,95.3747184,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Htaw Paing,U To,ဥတို,15.9263801574707,95.4042129516602,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Htaw Paing,Wea Chaung,ဝဲချောင်း,15.8859300613403,95.3711013793945,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Htaw Paing,Yway Chaung,ရွေးချောင်း,15.8966962,95.3059038,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Ka Don Ka Ni,Aing Gyi Kwin,အိုင်းကြီးကွင်း,15.7987499237061,95.1984710693359,GAD
MMR017,Ayeyarwady,Pyapon,Bogale,Ka Don Ka Ni,Da Ne Chaung,ဓနိချောင်း,15.8486404418945,95.2090682983398,GAD
